unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri
"152AB733-78B8-E651-E063-4704A8C061D9","910000","2023-12-08","EC2Y 8BU","F","N","L","FLAT 111","THOMAS MORE HOUSE","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/152AB733-78B8-E651-E063-4704A8C061D9/current"
"06C9F487-1974-9388-E063-4804A8C0BD98","475000","2023-08-11","EC2Y 8BU","F","N","L","FLAT 77","THOMAS MORE HOUSE","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/06C9F487-1974-9388-E063-4804A8C0BD98/current"
"045A1898-D511-9A24-E063-4804A8C048EA","875000","2023-06-30","EC2Y 8BU","F","N","L","FLAT 90","THOMAS MORE HOUSE","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/045A1898-D511-9A24-E063-4804A8C048EA/current"
"0B85394F-8C5C-69A5-E063-4704A8C07DAC","970000","2023-10-27","EC2Y 8BX","F","N","L","FLAT 102","SEDDON HOUSE","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/0B85394F-8C5C-69A5-E063-4704A8C07DAC/current"
"01EB45EF-6670-40F3-E063-4704A8C05FDE","1000000","2023-06-22","EC2Y 8BX","F","N","L","FLAT 105","SEDDON HOUSE","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/01EB45EF-6670-40F3-E063-4704A8C05FDE/current"
"F87E72F8-8A61-176C-E053-6B04A8C0D2BE","1000000","2023-03-10","EC2Y 8BX","F","N","L","FLAT 109","SEDDON HOUSE","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/F87E72F8-8A61-176C-E053-6B04A8C0D2BE/current"
"FD226035-7A26-4CB7-E053-4804A8C00430","2100000","2023-04-05","EC2Y 8BY","F","N","L","FLAT 133","LAUDERDALE TOWER","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/FD226035-7A26-4CB7-E053-4804A8C00430/current"
"01EB45EF-6653-40F3-E063-4704A8C05FDE","1630000","2023-06-14","EC2Y 8BY","F","N","L","FLAT 142","LAUDERDALE TOWER","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/01EB45EF-6653-40F3-E063-4704A8C05FDE/current"
"09266DDB-79A1-AF90-E063-4704A8C02087","1500000","2023-05-18","EC2Y 8BY","F","N","L","FLAT 251","LAUDERDALE TOWER","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/09266DDB-79A1-AF90-E063-4704A8C02087/current"
"FFA361DA-7C4A-8A03-E053-4804A8C01F61","1780000","2023-05-23","EC2Y 8BY","F","N","L","FLAT 63","LAUDERDALE TOWER","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/FFA361DA-7C4A-8A03-E053-4804A8C01F61/current"
"152AB733-78DC-E651-E063-4704A8C061D9","1800000","2023-08-04","EC2Y 8DD","F","N","L","FLAT 221","CROMWELL TOWER","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/152AB733-78DC-E651-E063-4704A8C061D9/current"
"0E082196-AD5A-5C09-E063-4704A8C0A10E","2300000","2023-06-01","EC2Y 8DD","F","N","L","FLAT 293","CROMWELL TOWER","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/0E082196-AD5A-5C09-E063-4704A8C0A10E/current"
"01EB45EF-FF94-40F3-E063-4704A8C05FDE","550000","2023-07-07","EC2Y 8DE","F","N","L","FLAT 206","BRYER COURT","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/01EB45EF-FF94-40F3-E063-4704A8C05FDE/current"
"0B85394F-8F20-69A5-E063-4704A8C07DAC","785000","2023-09-15","EC2Y 8DH","F","N","L","503","BUNYAN COURT","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/0B85394F-8F20-69A5-E063-4704A8C07DAC/current"
"01EB45EF-668F-40F3-E063-4704A8C05FDE","1180000","2023-05-31","EC2Y 8DH","F","N","L","512","BUNYAN COURT","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/01EB45EF-668F-40F3-E063-4704A8C05FDE/current"
"FAC30767-5429-5E20-E053-4704A8C004EE","395000","2023-01-10","EC2Y 8DJ","F","N","L","FLAT 12","JOHN TRUNDLE COURT","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/FAC30767-5429-5E20-E053-4704A8C004EE/current"
"F87E72F8-8A1C-176C-E053-6B04A8C0D2BE","517000","2023-03-03","EC2Y 8DJ","F","N","L","FLAT 25","JOHN TRUNDLE COURT","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/F87E72F8-8A1C-176C-E053-6B04A8C0D2BE/current"
"152AB733-B7C5-E651-E063-4704A8C061D9","510000","2023-11-30","EC2Y 8DJ","F","N","L","FLAT 5","JOHN TRUNDLE COURT","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/152AB733-B7C5-E651-E063-4704A8C061D9/current"
"09266DDB-7CFB-AF90-E063-4704A8C02087","515000","2023-08-31","EC2Y 8DL","F","N","L","FLAT 205","BEN JONSON HOUSE","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/09266DDB-7CFB-AF90-E063-4704A8C02087/current"
"06C9F487-97F4-9388-E063-4804A8C0BD98","750000","2023-08-31","EC2Y 8DL","F","N","L","FLAT 220","BEN JONSON HOUSE","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/06C9F487-97F4-9388-E063-4804A8C0BD98/current"
"01EB45EF-6626-40F3-E063-4704A8C05FDE","1495000","2023-07-10","EC2Y 8DN","F","N","L","FLAT 5","DEFOE HOUSE","BARBICAN","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/01EB45EF-6626-40F3-E063-4704A8C05FDE/current"
"FFA361DA-7CA9-8A03-E053-4804A8C01F61","2050000","2023-06-01","EC2Y 8DP","T","N","L","","5","LAMBERT JONES MEWS","BARBICAN","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/FFA361DA-7CA9-8A03-E053-4804A8C01F61/current"
